timestamp,close,volume
2024-01-28,0.9891,26098889.0
2024-01-29,0.9899,23874857.0
2024-01-30,0.9892,25730436.0
2024-01-31,0.9879,22042944.0
2024-02-01,0.9875,15050289.0
2024-02-02,0.9877,16635782.0
2024-02-03,0.9875,9622967.0
2024-02-04,0.9852,16148123.0
2024-02-05,0.9818,18038679.0
2024-02-06,0.9853,15746460.0
2024-02-07,0.9879,29172677.0
2024-02-08,0.9814,29715998.0
2024-02-09,0.9843,33750939.0
2024-02-10,0.9834,14689531.0
2024-02-11,0.9822,17800648.0
2024-02-12,0.9815,22354692.0
2024-02-13,0.9867,29621652.0
2024-02-14,0.9871,33961914.0
2024-02-15,0.9803,27500764.0
2024-02-16,0.9774,20846656.0
2024-02-17,0.9743,10205782.0
2024-02-18,0.9803,26254749.0
2024-02-19,0.9759,28448073.0
2024-02-20,0.9766,26703600.0
2024-02-21,0.9758,24107695.0
2024-02-22,0.9741,23352279.0
2024-02-23,0.9747,17507179.0
2024-02-24,0.9738,12885695.0
2024-02-25,0.9747,17929081.0
2024-02-26,0.9756,29214634.0
2024-02-27,0.9673,43516257.0
2024-02-28,0.9598,108084524.0
2024-02-29,0.9997,266326971.0
2024-03-01,0.9998,27201015.0
2024-03-02,0.9998,13225441.0
2024-03-03,1.0,15164011.0
2024-03-04,1.0006,35046520.0
2024-03-05,0.9996,37991905.0
2024-03-06,0.9998,20527402.0
2024-03-07,0.9999,16670164.0
2024-03-08,1.0015,17073103.0
2024-03-09,1.0014,6967349.0
2024-03-10,1.0003,9983710.0
2024-03-11,1.0014,13685214.0
2024-03-12,1.0005,12776775.0
2024-03-13,1.0013,12324104.0
2024-03-14,0.9994,21371580.0
2024-03-15,1.0015,23700547.0
2024-03-16,1.0007,12673602.0
2024-03-17,1.0018,9076172.0
2024-03-18,1.002,10594397.0
2024-03-19,1.0025,23944260.0
2024-03-20,1.0072,27184371.0
2024-03-21,1.0051,18906866.0
2024-03-22,1.0072,11460766.0
2024-03-23,1.01,4508000.0
2024-03-24,1.0264,13014492.0
2024-03-25,1.0198,7774979.0
2024-03-26,1.0201,5405491.0
2024-03-27,1.0009,16283856.0
2024-03-28,1.0012,7282205.0
2024-03-29,1.0003,4818518.0
2024-03-30,0.9997,3589614.0
2024-03-31,0.9998,3844815.0
2024-04-01,0.9993,7507976.0
2024-04-02,0.9997,9913669.0
2024-04-03,0.9998,5487083.0
2024-04-04,1.0001,9194752.0
2024-04-05,1.0,5857471.0
2024-04-06,1.0001,2469532.0
2024-04-07,1.0004,3752306.0
2024-04-08,1.0005,9424375.0
2024-04-09,1.0,5993128.0
2024-04-10,1.0006,6437309.0
2024-04-11,1.0,4882484.0
2024-04-12,0.9989,9746424.0
2024-04-13,0.9987,11574983.0
