timestamp,close,volume
2025-01-27,2.262,21145.65
2025-01-26,2.254,1096122.82
2025-01-25,2.437,1106971.6798336
2025-01-24,2.441,1041468.93
2025-01-23,2.583,1500494.64
2025-01-22,2.751,1955831.8522248
2025-01-21,2.731,2165721.38984777
2025-01-20,2.703,2758283.39642765
2025-01-19,2.583,3038988.92999707
2025-01-18,3.062,2324877.25980136
2025-01-17,3.317,1929809.3516673
2025-01-16,3.344,1739093.93905451
2025-01-15,3.782,3189849.95997029
2025-01-14,3.009,2541662.91998399
2025-01-13,2.672,3289433.79
2025-01-12,2.686,991354.4
2025-01-11,2.989,898012.93
2025-01-10,3.153,3448212.9
2025-01-09,3.119,1466608.31
2025-01-08,3.591,1460033.97
2025-01-07,3.695,1877353.63
2025-01-06,3.868,1206846.81
2025-01-05,4.006,1136835.06
2025-01-04,4.418,991324.01
2025-01-03,4.279,1349169.04
2025-01-02,4.533,1848594.06
2025-01-01,4.627,1313505.51
2024-12-31,3.92,1233118.46
2024-12-30,3.506,1140932.23
2024-12-29,3.617,764922.53
2024-12-28,3.408,656700.3
2024-12-27,3.546,1077365.24
2024-12-26,3.032,737829.09
2024-12-25,3.171,619587.24
2024-12-24,3.037,1113291.36
2024-12-23,3.031,1280055.18
2024-12-22,2.335,464917.54
2024-12-21,2.514,689322.57
2024-12-20,2.821,1767129.69
2024-12-19,2.273,1359608.13
2024-12-18,2.531,1186649.45
2024-12-17,2.578,1353642.41
2024-12-16,2.958,1650622.29
2024-12-15,2.711,637698.75
2024-12-14,2.453,825851.99
2024-12-13,2.457,1157259.37
2024-12-12,2.18,597017.9
2024-12-11,1.911,403453.52
2024-12-10,1.563,912743.11
2024-12-09,1.545,665945.0
2024-12-08,1.712,265633.84
2024-12-07,1.658,401897.7
2024-12-06,1.812,652054.02
2024-12-05,1.742,430192.65
2024-12-04,1.691,647353.31
2024-12-03,1.646,498238.68
2024-12-02,1.309,746234.12
2024-12-01,1.459,560200.22
2024-11-30,1.76,860820.08
2024-11-29,1.365,315390.32
