timestamp,close,volume
2024-10-10,0.2819,5048548.0
2024-10-11,0.2941,4467786.0
2024-10-12,0.2982,3330854.0
2024-10-13,0.2956,3845145.0
2024-10-14,0.3099,8475659.0
2024-10-15,0.3056,8699418.0
2024-10-16,0.3062,9404970.0
2024-10-17,0.2939,7267080.0
2024-10-18,0.3372,28129003.0
2024-10-19,0.3249,33506544.0
2024-10-20,0.3293,16860653.0
2024-10-21,0.3159,16981615.0
2024-10-22,0.3296,15036954.0
2024-10-23,0.3109,11262897.0
2024-10-24,0.3118,9459734.0
2024-10-25,0.2846,12438592.0
2024-10-26,0.2874,7368677.0
2024-10-27,0.2919,5251429.0
2024-10-28,0.2976,8215328.0
2024-10-29,0.3107,7892576.0
2024-10-30,0.305,5372910.0
2024-10-31,0.2885,6836139.0
2024-11-01,0.2881,5743221.0
2024-11-02,0.2821,3068632.0
2024-11-03,0.2699,8711277.0
2024-11-04,0.2642,6661188.0
2024-11-05,0.2731,8856730.0
2024-11-06,0.2997,18124340.0
2024-11-07,0.3013,10823911.0
2024-11-08,0.3119,13039182.0
2024-11-09,0.3229,11302076.0
2024-11-10,0.3494,33089544.0
2024-11-11,0.3633,33176844.0
2024-11-12,0.3611,48672107.0
2024-11-13,0.3354,35764857.0
2024-11-14,0.3266,27091952.0
2024-11-15,0.3486,26074552.0
2024-11-16,0.4356,146907146.0
2024-11-17,0.392,38537963.0
2024-11-18,0.4151,34779903.0
2024-11-19,0.4084,17613554.0
2024-11-20,0.3957,19813890.0
2024-11-21,0.4138,24944026.0
2024-11-22,0.4537,42024970.0
2024-11-23,0.5274,101742302.0
2024-11-24,0.7263,296125807.0
2024-11-25,0.6291,186091594.0
2024-11-26,0.5844,68172058.0
2024-11-27,0.6088,51310166.0
2024-11-28,0.6198,31778541.0
2024-11-29,0.6428,52969392.0
2024-11-30,0.6505,43587624.0
2024-12-01,0.6513,33286486.0
2024-12-02,0.6724,61373963.0
2024-12-03,0.6992,135814787.0
2024-12-04,0.7798,172846474.0
2024-12-05,0.7415,81710640.0
2024-12-06,0.7736,50897330.0
2024-12-07,0.7551,26584711.0
2024-12-08,0.7407,23830092.0
2024-12-09,0.6026,65151532.0
2024-12-10,0.5928,55233151.0
2024-12-11,0.6541,31301655.0
2024-12-12,0.6406,30105858.0
2024-12-13,0.6445,20453312.0
2024-12-14,0.607,14944703.0
2024-12-15,0.6314,15879481.0
2024-12-16,0.6025,19189263.0
2024-12-17,0.5743,17375018.0
2024-12-18,0.5185,29327197.0
2024-12-19,0.4817,39703762.0
2024-12-20,0.5053,44765235.0
2024-12-21,0.4692,25710089.0
2024-12-22,0.4735,19122773.0
2024-12-23,0.5041,29743360.0
2024-12-24,0.5404,38461191.0
2024-12-25,0.5289,18982458.0
2024-12-26,0.4893,21305255.0
2024-12-27,0.4925,13919584.0
2024-12-28,0.5049,7242693.0
2024-12-29,0.4832,21211005.0
2024-12-30,0.4787,13871174.0
2024-12-31,0.467,10610412.0
2025-01-01,0.4969,12566824.0
2025-01-02,0.5079,20382242.0
2025-01-03,0.5559,27166220.0
2025-01-04,0.5497,15786629.0
2025-01-05,0.5473,9846597.0
2025-01-06,0.576,32415199.0
2025-01-07,0.5125,22381704.0
2025-01-08,0.489,20236465.0
2025-01-09,0.4941,18125830.0
2025-01-10,0.5032,17132306.0
2025-01-11,0.4978,8115935.0
2025-01-12,0.4806,8009951.0
2025-01-13,0.4753,20137780.0
2025-01-14,0.497,8525306.0
2025-01-15,0.5356,19412979.0
2025-01-16,0.5195,16097573.0
2025-01-17,0.5535,20926752.0
