timestamp,close,volume
2024-01-28,2025.5,30094.97
2024-01-29,2031.6,91953.1
2024-01-30,2036.1,111693.65
2024-01-31,2040.9,446467.11
2024-02-01,2054.8,39462.09
2024-02-02,2039.3,13689.11
2024-02-03,2041.62,10569.45
2024-02-04,2042.4,21349.18
2024-02-05,2027.9,34530.57
2024-02-06,2035.9,5954.71
2024-02-07,2037.9,36809.29
2024-02-08,2034.3,111857.59
2024-02-09,2024.8,86364.12
2024-02-10,2022.5,18590.84
2024-02-11,2027.3,34639.99
2024-02-12,2019.0,76460.85
2024-02-13,1992.8,241826.93
2024-02-14,1992.5,50742.14
2024-02-15,2001.3,181130.21
2024-02-16,2010.1,15379.27
2024-02-17,2012.7,13657.05
2024-02-18,2010.9,5046.98
2024-02-19,2016.4,10798.98
2024-02-20,2024.92,33897.23
2024-02-21,2031.65,33603.55
2024-02-22,2022.35,40467.26
2024-02-23,2036.36,928579.95
2024-02-24,2036.1,33665.86
2024-02-25,2032.9,18107.0
2024-02-26,2025.0,226326.97
2024-02-27,2023.9,99099.28
2024-02-28,2032.2,128936.07
2024-02-29,2042.6,273719.97
2024-03-01,2078.5,370001.22
2024-03-02,2080.77,55639.73
2024-03-03,2084.7,39625.49
2024-03-04,2110.1,608977.64
2024-03-05,2124.8,335445.81
2024-03-06,2144.7,288927.81
2024-03-07,2153.75,364564.9
2024-03-08,2171.2,692269.51
2024-03-09,2173.17,141690.73
2024-03-10,2185.28,111099.89
2024-03-11,2177.0,219053.82
2024-03-12,2154.9,3256334.12
2024-03-13,2174.3,239385.74
2024-03-14,2160.7,135371.01
2024-03-15,2151.64,311707.97
2024-03-16,2157.4,2466339.54
2024-03-17,2158.1,35414.51
2024-03-18,2161.5,13430.86
2024-03-19,2161.8,577746.8
2024-03-20,2207.3,424530.21
2024-03-21,2181.58,95029.59
2024-03-22,2165.3,100921.24
2024-03-23,2163.35,88827.13
2024-03-24,2166.12,176322.53
2024-03-25,2171.55,125906.62
2024-03-26,2178.8,117742.11
2024-03-27,2196.5,181474.31
2024-03-28,2234.2,35093.0
2024-03-29,2230.9,314657.84
2024-03-30,2233.03,3858.68
2024-03-31,2245.7,10853.33
2024-04-01,2253.7,38230.16
2024-04-02,2280.4,244207.37
2024-04-03,2301.4,421175.82
2024-04-04,2289.6,36943.24
2024-04-05,2329.4,131838.27
2024-04-06,2329.29,5455.19
2024-04-07,2311.68,18659.88
2024-04-08,2341.4,1932098.38
2024-04-09,2355.1,380331.43
2024-04-10,2339.5,152822.51
2024-04-11,2378.8,42501.66
2024-04-12,2343.2,641434.41
2024-04-13,2356.0,4141939.7
2024-04-14,2406.3,304993.91
2024-04-15,2387.3,2717485.72
2024-04-16,2384.9,35356.36
2024-04-17,2371.5,259521.72
2024-04-18,2381.2,230650.06
2024-04-19,2384.73,167718.24
2024-04-20,2395.78,33133.69
2024-04-21,2389.08,28645.01
2024-04-22,2336.2,127098.87
2024-04-23,2326.2,57087.4
2024-04-24,2319.3,20730.71
2024-04-25,2330.61,57286.49
2024-04-26,2349.4,954263.65
2024-04-27,2346.0,305294.22
2024-04-28,2350.1,212657.65
2024-04-29,2343.0,224773.59
2024-04-30,2298.0,309391.02
2024-05-01,2321.77,647240.72
2024-05-02,2306.2,109307.85
2024-05-03,2305.9,101933.14
2024-05-04,2303.76,27806.35
2024-05-05,2299.8,8887.66
2024-05-06,2327.8,108250.3
2024-05-07,2319.3,72586.69
2024-05-08,2312.6,36803.0
2024-05-09,2349.8,10374.57
2024-05-10,2363.2,2409044.52
2024-05-11,2361.76,5996.52
2024-05-12,2358.19,14019.44
